,0,1
0,0.15,1.4508401425585067
1,0.385,1.193511143931101
2,0.15,1.4508401425585067
3,0.15,1.4508401425585067
4,0.12,1.4133901052228475
5,0.33799999999999997,1.5431049907062335
6,0.12,1.4133901052228475
7,0.12,1.4133901052228475
8,0.71,0.9974709177012396
9,2.19,1.0266832557410333
10,0.71,0.985143071859103
11,0.71,0.985143071859103
12,0.92,1.090518458139497
13,1.44,1.275374160230526
14,0.92,1.0853283768805302
15,0.92,1.0853283768805302
16,2.1,0.4373050161724385
17,0.747,2.0687053861460076
18,2.1,0.4373050161724385
19,2.1,0.4373050161724385
20,2.1,0.4373050161724385
21,0.562,1.6684337742703683
22,2.1,0.4373050161724385
23,2.1,0.4373050161724385
24,0.552,0.9353591346457067
25,0.22,0.8171740645373511
26,0.22,0.8171740645373511
27,0.013000000000000001,1.1588660250203193
28,0.099,0.6153417062758044
29,0.639,1.575991329632335
30,0.099,0.6153417062758044
31,0.099,0.6153417062758044
32,0.642,1.633563458460372
33,0.1,0.618685395861275
34,0.099,0.6153417062758044
35,0.41100000000000003,0.677548900043292
36,0.166,0.8619987943014744
37,0.166,0.8619987943014744
38,0.10800000000000001,1.24113002221203
39,0.063,1.2105975492182748
40,0.031,0.7580751893177293
41,0.10400000000000001,1.2005648685765844
42,0.08900000000000001,1.80305408011186
43,0.1,1.1611259505766622
44,0.10400000000000001,1.2005648685765844
45,0.069,1.1158582503270604
46,0.111,1.3290872080190075
47,0.111,1.3290872080190075
48,0.96,0.8751194794042286
49,1.46,1.070568008404075
50,0.96,0.8727700114773047
51,0.96,0.8727700114773047
52,0.61,1.2681847366340497
53,1.54,1.452359364202404
54,0.61,1.2811349759097366
55,0.61,1.2811349759097366
56,0.21,1.4974509284603001
57,0.564,1.3891159850610324
58,0.21,1.4974509284603001
59,0.21,1.4974509284603001
60,2.16,1.30086873976793
61,2.73,1.3046725459138617
62,4.52,1.2185459143133262
63,2.16,1.30086873976793
64,3.7,1.6834912531882125
65,2.16,1.30086873976793
66,2.16,1.30086873976793
67,1.6,0.9590763698540928
68,0.54,0.8613531161467861
69,0.539,0.8603622481686268
70,0.539,0.8603622481686268
71,0.23,1.2298722463804843
72,50.0,1.0
73,25.1,2.0115852612164953
74,50.0,1.0
75,50.0,1.0
76,50.0,1.0
77,25.1,2.0115852612164953
78,50.0,1.0
79,50.0,1.0
80,50.0,1.0
81,29.3,2.593941436529529
82,50.0,1.0
83,50.0,1.0
84,0.46,1.1263505956673052
85,1.25,1.2970081509627822
86,0.46,1.1234574136913638
87,1.24,1.8075017483051834
88,0.46,1.1234574136913638
89,0.46,1.1234574136913638
90,0.8490000000000001,0.8987541947356998
91,0.511,0.9215576297446428
92,0.511,0.9215576297446428
93,1.7,0.7574444633825015
94,1.43,1.407133503253681
95,1.6,1.8684790177606487
96,1.43,1.407133503253681
97,2.83,1.5164541372624567
98,1.43,1.407133503253681
99,1.6,1.7710352232255933
100,1.43,1.407133503253681
101,1.43,1.407133503253681
102,0.9540000000000001,0.8728435499900888
103,2.2,1.2796427692808672
104,2.2,1.2796427692808672
105,2.2,1.2796427692808672
106,0.424,1.1605703260582676
107,0.801,1.6669005626313638
108,0.424,1.1605703260582676
109,0.361,1.1540922882567635
110,0.42,1.1514332849868898
111,0.424,1.1605703260582676
112,0.502,0.8956450017407582
113,0.424,1.1605703260582676
114,0.102,1.2191720064994875
115,0.156,1.0907868114101806
116,0.094,1.0
117,0.102,1.2191720064994875
118,0.191,1.1019960155092605
119,0.1,1.1918440407151405
120,0.102,1.2191720064994875
121,0.048,0.8727700114773047
122,0.102,1.2191720064994875
123,0.047,1.168089416793877
124,0.047,0.9572733769061874
125,0.047,1.168089416793877
126,0.057999999999999996,1.0062847231546643
127,0.047,1.168089416793877
128,0.037000000000000005,1.014993625712256
129,0.449,1.1967249489748808
130,1.07,1.053309050796768
131,0.449,1.2855531126568982
132,0.449,1.1967249489748808
133,1.31,1.4189222562366806
134,0.45,1.1990276553942112
135,0.449,1.1967249489748808
136,0.38299999999999995,0.9338781799832416
137,0.276,0.8189262609609917
138,0.276,0.8189262609609917
139,0.46399999999999997,1.0225993452699875
140,50.0,1.0
141,50.0,1.0
142,50.0,1.0
143,50.0,1.0
144,50.0,1.0
145,50.0,1.0
146,50.0,1.0
147,50.0,1.0
148,50.0,1.0
149,50.0,1.0
150,1.666,1.344400552042559
151,2.8,1.36341319223299
152,1.67,1.3480954755770174
153,2.83,1.44632113273509
154,1.67,1.3480954755770174
155,1.67,1.3480954755770174
156,1.32,0.8151760617918462
157,1.2,0.9454131595135902
158,1.2,0.9454131595135902
159,0.281,1.5686709850860299
