rep,id,eta_initT,eta_ldS,eta_ltau,eta_lk,eta_lw,eta_ldE,eta_lE50,eta_initV,eta_initAP
1,35,-1.08611339412174,-0.588949771411422,0.0695798205921987,0.544091803477598,0.0365710260576722,0.0353621154021395,0.432894211418166,0,0
1,36,-0.681892607866565,0.0377984550977852,-0.206251514678803,0.333486856709831,0.17160491826291,-0.00326459568909954,0.166719865596269,0,0
1,37,1.46579972755825,-0.145827264452312,-0.245558647960315,-0.102759975015492,-0.302640022266921,-0.277523103964247,0.701487361558167,0,0
1,38,-0.836310960131045,0.296123894933773,-0.0293274814190259,-0.296269023401516,0.0527629841149207,0.130847650809785,-0.235207555689103,0,0
1,39,0.0208801193942927,-0.462926518796064,0.11818902141882,0.605894977902363,0.0292623942370366,-0.151846717943149,0.16850917596981,0,0
1,40,-0.14293363728176,-0.755817818926581,-0.25360242698227,0.392247694983949,0.137212353779338,0.567563509901575,1.2186246964995,0,0
1,41,-0.108947431786505,-0.386220605363121,-0.165404326204015,0.559063575755098,0.15253204171919,0.100406791942126,0.560045112903458,0,0
1,42,-0.344487092536228,-0.368465433010725,-0.0118791183772693,0.365316257589999,-0.0150325644013373,-0.0602977477055857,0.372304639599371,0,0
1,43,1.25636992910208,-0.652280621488243,-0.118569033181786,0.431509114361412,-0.192553803684109,-0.169001578465187,0.872092910573661,0,0
1,44,-0.371127306362502,0.12302259321886,0.408730722777848,-0.302799233724569,-0.0346865206256685,0.0527011788143916,-0.779142122372603,0,0
1,45,-0.691099466820328,-0.0103528088352626,0.096845550525039,0.266381396285288,0.300149077919299,0.279662623760005,-0.320116529852157,0,0
1,46,-0.372194462462269,0.0194433698933483,0.174860890677238,-0.268756990997324,-0.142805681197292,-0.037543636788782,-0.262393935635424,0,0
1,47,-1.28935355176236,-0.147238590805521,-0.0368255485554085,0.27034344816244,-0.0155482615805985,-0.140541731078404,0.111052919041823,0,0
1,48,0.508086510725377,-0.389544218861502,0.177413740838812,0.340678043177193,0.132639726339149,0.206003165345142,0.0673402684092737,0,0
1,49,-0.109959407887673,0.328871735717404,-0.284389077521475,0.0798046105376597,0.206622750599869,0.0562019741383599,0.0493692085720183,0,0
1,50,-0.745719948396695,-0.617561435493166,-0.230259935723562,0.703603521130074,0.00629976196648407,-0.0914832039898545,0.949135463332671,0,0
1,51,0.252486068320796,0.0465030266579258,0.0779069139847453,-0.257159508853578,0.0713327354323806,0.320713936579301,-0.128362217637437,0,0
1,1,0.705792480221597,0.0903655426027198,0.0989534273990911,-0.281092579278678,0.246669463704931,0.619797989970441,-0.258511181821533,0,0
1,2,-1.03157371009985,-0.216551575051008,0.124650041979179,0.222507596679623,-0.00932355355241951,-0.0679050656951699,-0.00621723389283613,0,0
1,3,0.521287087597321,-0.373228557120447,-0.0852801774234209,0.299569170946448,0.0203741586176629,0.0862225760228661,0.514373212925348,0,0
1,4,-0.528405479724188,0.355196214345637,0.180415204616638,-0.295124777606554,0.0895576460207443,0.108682992955881,-0.688228993184262,0,0
1,5,-1.25641532382554,-0.457482138040481,0.0461777796812468,0.520558543563963,0.18471818317782,0.207675563415557,0.333116745545419,0,0
1,6,-1.2405147023501,0.0318725070586895,0.0377576308901446,0.0602889679377787,0.22371018498931,0.298270960587563,-0.115646420075876,0,0
1,7,0.338530437766807,0.507775023910976,0.0869426716108022,-0.267181550719175,0.0232360036978068,-0.158360427981916,-0.676530498381193,0,0
1,8,1.43587156326946,0.320237402018182,-0.0573853471674672,-0.376007228189118,-0.388614542624336,-0.606899354838858,-0.0880882834074739,0,0
1,9,1.24204176453663,0.532753163231841,0.165417349556673,-0.370699952643705,-0.190126642272264,-0.471809428208913,-0.804413837061564,0,0
1,10,0.0707249241316488,0.153899717563228,0.0380922212611328,-0.209643048544634,-0.221737338445107,-0.329693325640011,-0.178591006229532,0,0
1,11,0.996421867549909,-0.18439938674137,-0.0578121116596924,0.18520139981618,-0.00255858887131591,-0.00308122855888815,0.224814611210417,0,0
1,12,1.77383638354592,0.291480375893818,0.059613557501411,-0.255222725200162,0.204006808934031,0.34990103402739,-0.418901849658615,0,0
1,13,0.933895615777209,0.262920223991563,0.132992038263161,-0.326536115985026,-0.0450980124552004,-0.0246831771512781,-0.429862600674023,0,0
1,14,0.0265512016939525,0.044729968026173,0.139714077968022,0.269127990143388,0.0316921941241182,-0.272455148083456,-0.362070796729804,0,0
1,15,0.814446610723152,-0.379337279082841,-0.140125034299238,0.142977014445737,-0.193285638276562,-0.122809159169289,0.649079594102667,0,0
1,16,1.3409272136638,-0.262120293045596,-0.0825981775681592,0.117246546457691,-0.132607509395604,-0.102893733745169,0.415416507968653,0,0
1,17,-0.3658192314708,-0.0801923120604794,-0.0435977282153228,0.220914468303341,-0.174098235721857,-0.457092642333104,0.180128264510089,0,0
1,18,-0.240326018123403,0.35051022923017,-0.170398128665438,0.0699548398719099,0.236624823995989,0.0805217685377144,-0.17027156314229,0,0
1,19,0.437925441598228,-0.230574015927511,0.0470581216727082,0.150544606198151,-0.236657613181521,-0.381614966967942,0.197619675480781,0,0
1,20,0.267433402739959,-0.911361356207205,-0.072254393453715,0.5689955621666,-0.0302852847182101,0.208400364625928,1.02934069556665,0,0
1,21,-0.864588537518862,-0.989371293015135,0.0947832349296922,0.583136390349897,-0.317379493039472,-0.279726460178983,0.854453640141171,0,0
1,22,-0.972626073135857,0.802584069353034,-0.0113566841235944,-1.01978531443377,-0.215352219482646,-0.0962367186513191,-0.618077937319541,0,0
1,23,-1.12881588391554,0.252970272180582,0.331413236789281,-0.191216995220592,-0.119872067289586,-0.31565288461164,-0.778654546503459,0,0
1,24,-0.621133085388979,-0.408606485537988,-0.200407791645313,0.280503081707495,0.126984181572011,0.363690216036844,0.673511379620354,0,0
1,25,-1.06175952584171,0.42759942692988,-0.0786058201069357,-0.217098747150546,0.135288168655549,0.10097198080776,-0.360642279591669,0,0
1,26,-1.09805856522562,0.736422986650345,0.105791424535433,-0.910674590887131,0.0768842844625225,0.354599419408386,-0.802010675014338,0,0
1,27,0.697909851393396,0.134199014380086,0.194183284070704,-0.310502819246781,-0.304988693486085,-0.398168792627919,-0.370240511275287,0,0
1,28,1.46842578223751,-0.039456418526518,-0.0810971806643259,0.102265332200768,-0.0139859895599236,-0.0750621635337492,0.165448344898836,0,0
1,29,0.0333842050029083,0.00948334011985907,-0.0732041170007678,-0.29007720292988,-0.104446014922227,0.0985313031994242,0.207180914399161,0,0
1,30,1.20877947416544,-0.238273138894483,-0.00824965442063519,0.198523204082224,0.270456062705345,0.507939642829077,0.169528125164462,0,0
1,31,0.639679810955769,0.569590853725717,0.0952487105288795,-0.531716841855699,-0.147543034624587,-0.264856677238847,-0.665609998092228,0,0
1,32,-0.74717615327591,0.57865916135135,-0.101860697243323,-0.45641159822881,-0.0428862985414749,-0.126779928287831,-0.348644037088334,0,0
1,33,0.710364923569791,0.465980518036913,-0.177651421858948,-0.288064520777542,-0.0305146050498563,-0.148702679473758,-0.166698714110576,0,0
1,34,0.811289848538477,0.768076833644292,0.247288819383105,-1.03817219737745,0.135680986983482,0.535381836644348,-1.08900219567891,0,0
