rep,id,initT,ldS,ltau,lk,lw,ldE,lE50,initV,initAP
1,35,-1.33963282786025,-1.22849811446474,-4.01092106878087,5.17197445685927,-0.0590046962406772,-7.06660061572674,2.65285899040027,0.001,1
1,36,-0.935412041605072,-0.601749887955535,-4.28675240405187,4.96136951009151,0.0760291959645607,-7.10522732681798,2.38668464457837,0.001,1
1,37,1.21228029381974,-0.785375607505632,-4.32605953733338,4.52512267836618,-0.39821574456527,-7.37948583509313,2.92145214054027,0.001,1
1,38,-1.08983039386955,-0.343424448119547,-4.1098283707921,4.33161362998016,-0.0428127381834286,-6.97111508031909,1.984757223293,0.001,1
1,39,-0.232639314344214,-1.10247486184938,-3.96231186795425,5.23377763128404,-0.0663133280613128,-7.25380944907203,2.38847395495191,0.001,1
1,40,-0.396453071020267,-1.3953661619799,-4.33410331635534,5.02013034836562,0.0416366314809884,-6.5343992212273,3.4385894754816,0.001,1
1,41,-0.362466865525011,-1.02576894841644,-4.24590521557708,5.18694622913677,0.0569563194208406,-7.00155593918675,2.78000989188556,0.001,1
1,42,-0.598006526274734,-1.00801377606405,-4.09238000775034,4.99319891097167,-0.110608286699687,-7.16226047883446,2.59226941858147,0.001,1
1,43,1.00285049536357,-1.29182896454156,-4.19906992255486,5.05939176774309,-0.288129525982458,-7.27096430959407,3.09205768955576,0.001,1
1,44,-0.624646740101008,-0.51652574983446,-3.67177016659522,4.32508341965711,-0.130262242924018,-7.04926155231449,1.4408226566095,0.001,1
1,45,-0.944618900558834,-0.649901151888583,-3.98365533884803,4.89426404966696,0.20457335562095,-6.82230010736887,1.89984824912995,0.001,1
1,46,-0.625713896200776,-0.620104973159972,-3.90563999869583,4.35912566238435,-0.238381403495641,-7.13950636791766,1.95757084334668,0.001,1
1,47,-1.54287298550087,-0.786786933858841,-4.11732643792848,4.89822610154412,-0.111123983878948,-7.24250446220728,2.33101769802393,0.001,1
1,48,0.25456707698687,-1.02909256191482,-3.90308714853426,4.96856069655887,0.0370640040407998,-6.89595956578374,2.28730504739138,0.001,1
1,49,-0.363478841626179,-0.310676607335917,-4.36488996689455,4.70768726391934,0.11104702830152,-7.04576075699052,2.26933398755412,0.001,1
1,50,-0.999239382135201,-1.25710977854649,-4.31076082509663,5.33148617451175,-0.0892759603318652,-7.19344593511873,3.16910024231477,0.001,1
1,51,-0.00103336541771018,-0.593045316395395,-4.00259397538832,4.3707231445281,-0.0242429868659688,-6.78124879454958,2.09160256134467,0.001,1
1,1,0.452273046483091,-0.549182800450601,-3.98154746197398,4.346790074103,0.151093741406582,-6.48216474115844,1.96145359716057,0.001,1
1,2,-1.28509314383836,-0.856099918104328,-3.95585084739389,4.8503902500613,-0.104899275850769,-7.16986779682405,2.21374754508927,0.001,1
1,3,0.267767653858815,-1.01277690017377,-4.16578106679649,4.92745182432812,-0.0752015636806865,-7.01574015510601,2.73433799190745,0.001,1
1,4,-0.781924913462694,-0.284352128707683,-3.90008568475643,4.33275787577512,-0.00601807627760506,-6.993279738173,1.53173578579784,0.001,1
1,5,-1.50993475756405,-1.0970304810938,-4.03432310969182,5.14844119694564,0.0891424608794702,-6.89428716771332,2.55308152452752,0.001,1
1,6,-1.4940341360886,-0.607675835994631,-4.04274325848293,4.68817162131945,0.128134462690961,-6.80369177054132,2.10431835890623,0.001,1
1,7,0.0850110040283005,-0.131773319142344,-3.99355821776227,4.3607011026625,-0.0723397186005425,-7.26032315911079,1.54343428060091,0.001,1
1,8,1.18235212953095,-0.319310941035138,-4.13788623654054,4.25187542519256,-0.484190264922686,-7.70886208596774,2.13187649557463,0.001,1
1,9,0.988522330798124,-0.10679517982148,-3.9150835398164,4.25718270073797,-0.285702364570613,-7.57377215933779,1.41555094192054,0.001,1
1,10,-0.182794509606858,-0.485648625490092,-4.04240866811194,4.41823960483704,-0.317313060743457,-7.43165605676889,2.04137377275257,0.001,1
1,11,0.742902433811403,-0.823947729794691,-4.13831300103276,4.81308405319786,-0.0981343111696652,-7.10504395968777,2.44477939019252,0.001,1
1,12,1.52031694980742,-0.348067967159503,-4.02088733187166,4.37265992818151,0.108431086635682,-6.75206169710149,1.80106292932349,0.001,1
1,13,0.680376182038703,-0.376628119061758,-3.94750885110991,4.30134653739665,-0.14067373475355,-7.12664590828016,1.79010217830808,0.001,1
1,14,-0.226968232044554,-0.594818375027147,-3.94078681140505,4.89701064352506,-0.0638835281742311,-7.37441787921234,1.8578939822523,0.001,1
