,0,1
0,0.142,1.7128193046992153
1,0.169,3.056220711682086
2,0.142,1.7128193046992153
3,0.175,1.752470659850424
4,0.14,0.3712364559222998
5,0.142,1.7128193046992153
6,0.11199999999999999,1.241852213195598
7,0.11,1.2618595071429148
8,0.11,1.2618595071429148
9,0.11,1.2618595071429148
10,0.023,3.3018498598482107
11,0.02,1.281463981789959
12,0.026000000000000002,1.5129415947320601
13,0.023,3.3018498598482107
14,0.016,1.1761663637134898
15,0.01,0.39999999999999997
16,0.023,3.3018498598482107
17,0.026000000000000002,1.2768564223465866
18,0.02,1.261859507142915
19,0.02,1.261859507142915
20,0.02,1.261859507142915
21,0.36,1.054760980924576
22,1.04,1.1041714331424854
23,2.09,1.675732833885685
24,1.04,1.1041714331424854
25,1.04,1.1041714331424854
26,2.45,1.8054514481313666
27,1.04,1.0
28,1.04,1.1041714331424854
29,1.03,0.9277084075814307
30,1.26,0.9649861408486007
31,1.0,1.0595884627357717
32,0.128,0.9889397898422052
33,0.255,1.2138144788544962
34,0.128,0.9889397898422052
35,0.128,0.9889397898422052
36,0.247,1.1143401205319008
37,0.13,0.4156869500610981
38,0.128,0.9889397898422052
39,0.242,1.1065895113302244
40,0.128,0.9889397898422052
41,0.26,1.2417521393997453
42,0.391,1.7665868866997598
43,0.405,1.542288052807865
44,0.26,1.147773695292136
45,0.91,0.5783707314457152
46,1.49,0.7281688345594234
47,2.09,1.3336399032756214
48,0.08,1.4364540493994815
49,0.11,1.034722276771207
50,3.44,1.299106611562101
51,0.915,1.0399918387337317
52,0.36,1.092851386733458
53,0.105,1.1126520500708243
54,0.093,1.2302028714341566
55,0.098,1.343564158525466
56,0.105,1.1126520500708243
57,0.126,1.439840970519352
58,0.105,1.1126520500708243
59,0.11599999999999999,1.2520767060243287
60,0.08,1.1761663637134898
61,0.08,1.1761663637134898
62,0.08,1.1761663637134898
63,2.41,1.0459871359814452
64,6.62,1.1768627343570934
65,4.01,0.8793595583247672
